noid,codigo_departamento,nombre_departamento,codigo_municipio,nombre_municipio,zona_postal,codigo_postal,limite_norte,limite_sur,limite_este,limite_oeste,tipo,barrios_contenidos_en_el_codigo_postal,veredas_contenidas_en_el_codigo_postal
2021,41,HUILA,41359,ISNOS,4180,418047,MPIO. SALADOBLANCO,M. SAN AGUSTÍN Y PITALITO,MUNICIPIO PITALITO,VÍA EL S. DE BORDONES-ISNOS-SAN AGUS.,Rural,Sin Informacion de Barrios,A MONDEGAL- BAJO MONDEGAL-  BELLAVISTA-  C. CHIQUITA-  CAMPOALEGRE-  EL CARMEN-  EL CARMEN-  EL PLAYON-  GUADUALES-  INDEPENDENCIA-  MARQUESA-  MORTIÑO-  PRIMAVERA-  SAN LORENZO-  VICTORIA
3504,86,PUTUMAYO,86001,MOCOA,8600,860008,VÍA VILLAGAR.-CONDAGUA Y RÍO CAQUETÁ,MPIO. PUERTO CAICEDO,MPIO. PTO. GUZMÁN Y PIAMONTE,MUNICIPIO VILLAGARZÓN,Rural,Sin Informacion de Barrios,Sin Informacion de Veredas
949,15,BOYACA,15632,SABOYA,1546,154609,VÍA SABOYA SUTAMARCHA,MUNICIPIO CHIQUINQUIRA,M. LINJACA SUTAMARCHAN,VÍA SABOYA - CHIQUINQUIRA,Rural,Sin Informacion de Barrios,Sin Informacion de Veredas
1902,27,CHOCO,27800,UNGUIA,2780,278038,RÍO TIGRE O TICOLÉ Y (PERMANENTE),MUNICIPIO RIOSUCIO,MUNICIPIO TURBO,PAÍS PANAMÁ,Rural,San Cayetano,Sin Informacion de Veredas
1823,27,CHOCO,27245,EL CARMEN DE ATRATO,2710,271017,MUNICIPIO URRAO,RÍO ATRATO Y (PERMANENTE),MPIO. SALGAR Y CIUDAD BOLÍVAR,MUNICIPIO QUIBDÓ,Rural,Sin Informacion de Barrios,El Carmen
2705,66,RISARALDA,66440,MARSELLA,6610,661048,VÍA CHINCHI.-MARSELLA Y RÍO (PERMANENTE),MUNICIPIO PEREIRA,MPIO. SANTA ROSA DE CABAL,MPIO. BELALCAZAR Y LA VIRGINIA,Rural,Sin Informacion de Barrios,Amoladora Alta- Convención-  El Guayabo-  El Nivel-  El Zurrumbo-  La Bodega-  La Ceja-  La Honda-  La Oriental-  La Popa-  Las Tazas-  Maracaibo-  San Luis
95,5,ANTIOQUIA,05854,VALDIVIA,520,52018,RÍO CAUDALOSO,M. YARUMAL Y BRICEÑO,MUNICIPIO YARUMAL,MUNICIPIO _BRICEÑO,Rural,Sin Informacion de Barrios,Aguacatal- Campo Alegre-  Chorillos-  Chorros Blancos-  Clavellino-  Corcovado-  El Pueblito-  La Conspiración-  La Habana Caracolí-  Montebello-  Morrón- Sevilla-  Santa Inés-  Vizcaya
1882,27,CHOCO,27075,BAHIA SOLANO,2760,276038,QUEBRADA MECANA,MPIO. NUQUI Y ALTO BAUDO,MUNICIPIO BOJAYÁ,OCÉANO PACÍFICO,Rural,Sin Informacion de Barrios,Sin Informacion de Veredas
2349,52,NARIÑO,52480,NARIÑO,5220,522020,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
3481,85,CASANARE,85410,TAURAMENA,8540,854039,RÍO TACUYA Y MPIO. MONTERREY,MUNICIPIO PUERTO LÓPEZ,MUNICIPIO MANÍ,MUNICIPIO VILLANUEVA,Rural,Sin Informacion de Barrios,Sin Informacion de Veredas
489,11,BOGOTA D.C.,11001,LOCALIDAD KENNEDY,1108,110821,CL  16C,CL 3  Y  26 S,AK  72,AK  86,Urbano,Bavaria- Castilla- Ciudad Kennedy- Ciudad Techo II- El Vergel Oriental- La Pampa- Las Dos Avenidas- Mandalay- Nuevo Techo- Pío XII- Valladolid- Vergel Occidental- Villa Alsacia II- Visión de Oriente,Sin Informacion de Veredas
3562,91,AMAZONAS,91263,EL ENCANTO,9130,913019,RÍO Y LA CHORRERA,PERÚ,M. PUERTO ARICA,PERÚ,Rural,Sin Informacion de Barrios,Sin Informacion de Veredas
1128,18,CAQUETA,18094,BELEN DE LOS ANDAQUIES,1860,186018,MPIO. ACEVEDO Y RÍO BODOQUERITO,MUNICIPIO VALPARAISO,RÍO PESCADO Y MPIO. VALPARAISO,MPIO. SAN J. DE FRAGUA Y ALBANIA,Rural,Sin Informacion de Barrios,Agua Dulce- Altamira-  Alto San Juan-  Bella Vista-  El Carbon-  La Cristalina-  LA ILUSION-  Las Colonias-  Las Platas-  Santa Rosa-  Sarabando Alto-  Tortuga Estrella
27,5,ANTIOQUIA,05001,MEDELLIN,500,50030,CL 33- KR 66B  Y  63D,CL  30,KR  63,KR  81,Urbano,Belén- Cerro Nutibara- El Nogal-Los Almendros- Fátima- Los Conquistadores- Miravalle- Rosales,Sin Informacion de Veredas
1103,18,CAQUETA,18592,PUERTO RICO,1820,182058,RÍO NEMAL- GUAYAS Y M. SAN V. DEL CA.,MPIO. EL DONCELLO Y RÍO (PERMANENTE),MPIO. SAN VI. DEL CAGUÁN,MUNICIPIO EL DONCELLO,Rural,Sin Informacion de Barrios,Sin Informacion de Veredas
2762,68,SANTANDER,68547,PIEDECUESTA,6810,681011,AV GIRÓN - LIM URB.,CL  2,LIMITE URBANO,AV GIRÓN - LIM. URB.,Urbano,Altos de Granada- Bosques de Aranjuez- Callejuelas- Callejuelas No Construído- Campo Verde- Castellana I Etapa- Conalvivienda- Coovicop- Divino Niño- El Paraíso- El Refugio- Granadillo- Habitares de La Macarena- Junín- La Argentina- La Rioja- Paisande- Pi,La Mata
2266,50,META,50400,LEJANIAS,5060,506061,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,Urbano,El Centro- El Manantial- El Porvenir- Modelo- Pedro Nel Jiménez,Sin Informacion de Veredas
1675,25,CUNDINAMARCA,25535,PASCA,2522,252207,MPIO. FUSAGA.- SIBATE Y SOACHA,VIA FUSAGASUGA-SAN J. DE SUMAPAZ,BOGOTÁ D. C.,MUNICIPIO FUSAGASUGA,Rural,Sin Informacion de Barrios,ALTO DEL MOLINO- BRADAMONTE-  EL BOBAL-  EL TENDIDO-  GUCHIPAS-  JUAN XIII-  LA ESPERANZA-  PIAMONTE-  PROVIDENCIA-  SABANETA-  SALDUA-  SAN JOAQUIN-  SAN RAFAEL-  SAN RAFAEL-  TIERRA NEGRA
3449,85,CASANARE,85225,NUNCHIA,8510,851077,MPIO. TÁMARA Y PORE,MUNICIPIO YOPAL,VÍA YOPAL-PORE,MUNICIPIO PORE,Rural,Sin Informacion de Barrios,Betania- Buenavista-  Cofradia-  El Onzo-  La Capilla-  La Virgen-  Los Aceites-  Maguito-  Mate de limón-  Niscota-  Palmarito-  Piedecuesta-  Predregal-  Primavera-  Puerto Payero-  Santa Bárbara-  Vega de Tacare-  Vijagual
2756,68,SANTANDER,68276,FLORIDABLANCA,6810,681001,CL  101,CL 121,LIMITE URBANO,KR 33 Y AV F/BLANC,Urbano,Alares- Altoviento 1- Altoviento 2- Andalucía- Aranjuez- Arrayanes- Balcón de Alares- Belencito- Bellavista- Bosques del Payador- Caldas- Carabelas- Cerros de Las Villas- Ciudad Jardín- Colón- El Dorado- El Oasis- El Reposo- Fátima- Hacienda San Juan- Hog,Sin Informacion de Veredas
1360,20,CESAR,20400,LA JAGUA DE IBIRICO,2030,203027,MUNICIPIO BECERRIL,MUNICIPIO CHIRIGUANÁ,PAÍS VENEZUELA,MPIO. EL PASO Y CHIRIGUANÁ,Rural,Sin Informacion de Barrios,Sin Informacion de Veredas
3306,76,VALLE DEL CAUCA,76616,RIOFRIO,7610,761037,MUNICIPIO TRUJILLO,VÍA RIOFRÍO-FENICIA Y RÍO FRÍO,VÍA TRUJILLO-RIOFRÍO,M. EL LITORAL DEL SAN JUAN,Rural,Sin Informacion de Barrios,Sin Informacion de Veredas
2671,63,QUINDIO,63111,BUENAVISTA,6320,632047,MUNICIPIO CALARCÁ,MUNICIPIO PIJAO,MPIO. CORDOBA Y PIJAO,MUNICIPIO CALARCÁ,Rural,Sin Informacion de Barrios,La Moravita- Los Juanes
1095,18,CAQUETA,18410,LA MONTAÑITA,1810,181059,MUNICIPIO EL PAUJIL,MPIO. SOLANO Y MILÁN,MPIO. CARTAGENA DEL CHAIRÁ,Q. LA CULEBRA Y VÍA MATEGUA.-PALMA A.,Rural,Sin Informacion de Barrios,Sin Informacion de Veredas
2488,52,NARIÑO,52490,OLAYA HERRERA,5275,527568,Q. GRANDE- RÍO SANQUI. Y E. MAN.,Q/DA. SANQUIAN.- EL BARRO Y PLATA.,MUNICIPIO LA TOLA,MUNICIPIO MOSQUERA,Rural,Sin Informacion de Barrios,Sin Informacion de Veredas
2841,68,SANTANDER,68498,OCAMONTE,6825,682568,MPIO. VALLE DE SAN JOSE,QUEBRADA MORARIA,QUEBRADA MORARIA,MUNICIPIO PARAMO Y CHARALA,Rural,Sin Informacion de Barrios,Agua Fría- El Hoyo-  Flores-  Guacal-  Hatillo-  Pedregal Abajo-  Piedra de Rayo-  Puertas
1237,19,CAUCA,19585,PURACE,1930,193007,QUEBRADA ANAMBIO,MUNICIPIO SAN AGUSTÍN,MUNICIPIO ISNOS,MPIO. SOTARÁ Y POPAYÁN,Rural,Sin Informacion de Barrios,Sin Informacion de Veredas
3100,73,TOLIMA,73001,IBAGUE,7300,730008,VIA IBAGUE - ALVARADO,MUNICIPIO SAN LUIS,MUNICIPIOS PIEDRAS Y COELLO,VIA IBAGUE - ROVIRA,Rural,Sin Informacion de Barrios,Altos de Comucima- Altos de Gualanday-  Aparco-  Briceño-  Buenos Aires-  Cabecera Municipal-  Cañadas Potrerito-  Carmen de Dulira-  Cural Comucima-  El Golupo-  El Hobo-  El Morro-  El Rodeo-  El Salitre-  El Totumo-  La Cueva-  La Laguna-  LLano de Com
2183,47,MAGDALENA,47980,ZONA BANANERA,4780,478037,RÍO SEVILLA,MUNICIPIO ARACATACA,MUNICIPIO CIÉNAGA,MUNICIPIO PUEBLOVIEJO,Rural,BARRIO 1 DE JULIO- BARRIO CENTRAL- BARRIO CENTRAL- BARRIO CIBATE- BARRIO GUAMACHITO VIEJO- BARRIO LA CHARCA- BARRIO LA POPA- BARRIO LAS CARPAS- BARRIO LOS ALMENDROS- BARRIO MONTECRISTO- BARRIO NUEVO- BARRIO PAZ DEL RIO- BARRIO SAN JUAN- BARRIO TUCURICAN V,Sin Informacion de Veredas
532,11,BOGOTA D.C.,11001,LOCALIDAD CIUDAD BOLIVAR,1119,111931,CL 69A S  Y  69B S,KR 40- 42 Y 45B,AC VILLAVICENCIO,KR 75C,Urbano,Bellavista- Caracolí- Jerusalén- La Pradera- Las Brisas- Potosí- Santa Viviana- Sierra Morena- Sierra Morena- Sierra Morena- Sierra Morena II- Verona,Sin Informacion de Veredas
3534,86,PUTUMAYO,86571,PUERTO GUZMAN,8630,863008,MPIO. SOLITA Y VALPARAISO,MPIO. PTO. ASIS Y LEGUIZAMO,MPIO. SOLANO Y LEGUIZAMO,Q/DA. BARANDAS Y RÍO (PERMANENTE),Rural,Sin Informacion de Barrios,Sin Informacion de Veredas
1424,23,CORDOBA,23417,LORICA,2310,231028,MUNICIPIO PURISIMA,MPIO. CHIMÁ Y CAÑO EL ESPINO,MPIO. MOMIL Y PURISIMA,CAÑO EL GUAMO Y LIMITE URBANO,Rural,Sin Informacion de Barrios,Sin Informacion de Veredas
2828,68,SANTANDER,68217,COROMORO,6825,682537,MPIO. MOGOTES Y CHARALA,RÍO GUACHAVITA,MPIO. ONZAGA Y RÍO (PERMANEN.),MPIO. CHARALA,Rural,Sin Informacion de Barrios,Chapa Hoya Grande- La Laguna-  San Cayetano
3191,73,TOLIMA,73352,ICONONZO,7340,734020,KR 9,KR 4 S,LIMITE URBANO,LIMITE URBANO,Urbano,Alfonso Uribe- Alto de La Virgen- Centro- La Campiña- La Gran Vía- La Palma- Los Almendros- Los Hornitos- Macarena- Obrero- Parroquia Vieja- Pueblo Nuevo- Santofimio,Sin Informacion de Veredas
3137,73,TOLIMA,73347,HERVEO,7315,731548,M. MARULANDA Y MANZANARES,RÍO AGUACATAL,MUNICIPIO FRESNO,MUNICIPIO MARULANDA,Rural,Sin Informacion de Barrios,Sin Informacion de Veredas
3460,85,CASANARE,85263,PORE,8520,852057,MUNICIPIO PAZ DE ARIPORO,MUNICIPIO NUNCHÍA,VÍA YOPAL-PAZ DE ARIPORO,MUNICIPIO TÁMARA,Rural,Cogollo,Sin Informacion de Veredas
2351,52,NARIÑO,52381,LA FLORIDA,5220,522040,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,Urbano,Sin Informacion de Barrios,Cabecera Municipal
203,5,ANTIOQUIA,05660,SAN LUIS,544,54438,MUNICIPIO SAN CARLOS,MUNICIPIO SAN FRANCISCO,RÍO CALDERA,M. GRANADA Y COCORNA,Rural,Sin Informacion de Barrios,Boqueron- Cabecera Municipal-  Comejenes-  Cuba-  El Cruce-  El Jordán-  El Olivo-  El Pescado-  El Popal-  El Silencio-  El Socorro-  El Tagual-  El Tricua-  La Aurora-  La Garrucha-  La Habana-  La India-  La Lora-  La Palmera-  La Tebaida-  Manizales-
31,5,ANTIOQUIA,05001,MEDELLIN,500,50034,CL  80 Y 78,CL  47D,RIO MEDELLIN  Y  KR  63,KR  80  Y  DG 80,Urbano,Altamira- Batallón Cuarta Brigada- Bosques de San Pablo- Caribe- Carlos E. Restrepo- Cerro El Volador- Cuarta Brigada- Ecoparque Cerro El Volador- Estadio- Facultad de Minas U. Nacional- Facultad Veterinaria y Zootecnia U.de.A.- La Pilarica- Los Colores-,Sin Informacion de Veredas
3422,81,ARAUCA,81794,TAME,8140,814010,CL 26A,CL 3,LIMITE URBANO,LIMITE URBANO,Urbano,1 de Mayo- 20 de Julio- Araucaria- Boyacá- Buena Vista- Centro- Cooperativa de Vivienda- Cootramacl- Coovital- Cristo Rey- El Cielo- El Morichal- El Porvenir- El Vergel- El Zamán- Kennedy- La Unión- Las Ferias- San Antonio- San Luis- San Miguel- Santander,Sin Informacion de Veredas
2725,66,RISARALDA,66318,GUATICA,6640,664017,MUNICIPIO RIOSUCIO,MUNICIPIO ANSERMA,MUNICIPIO QUINCHIA,RÍO FRÍO- DE ORO Y (PERMANENTE),Rural,Sin Informacion de Barrios,Alegrías- Barro Blanco-  Cañaveral-  El Oro-  La Ceiba-  Llano Grande-  Méjico-  Opirama-  Sumera-  Villa Nueva
1212,19,CAUCA,19137,CALDONO,1920,192048,M. B. AIRES Y S/DER. DE QUILICHAO,VÍA CALDONO-CAÑADULCE,RÍO OVEJAS,MUNICIPIO PIENDAMÓ,Rural,Sin Informacion de Barrios,El Porvenir
2818,68,SANTANDER,68464,MOGOTES,6825,682508,RÍO (PERMANENTE) Y LIM. URB.,RÍO GUARE,MUNICIPIO SAN JOAQUÍN,M. SAN GIL Y VALLE DE SAN JOSE,Rural,Sin Informacion de Barrios,Sin Informacion de Veredas
810,15,BOYACA,15806,TIBASOSA,1522,152267,VÍA PAIPA-SOGAMOSO,MUNICIPIO FIRAVITOBA,MUNICIPIO SOGAMOSO,MUNICIPIO PAIPA,Rural,La Isla,Ayalas- Ayalas-  Cabecera Municipal-  Cabecera Municipal-  Caños-  Centro-  Centro-  Chital-  Espartal-  Espartal-  Estrillal-  Pantano de Vargas-  Resguardo-  Resguardo-  Varguitas
3435,85,CASANARE,85001,YOPAL,8500,850001,LIMITE URBANO  Y  RIO CRAVO SUR,CL  24,LIMITE URBANO,LIMITE URBANO Y RIO CHARTE,Urbano,1 de Mayo- Bello Horizonte- Bicentenario- Bon Habitat- Brisas del Cravo- Caribabare- Dalel Barón- Ejército Nacional- El Alcaravan- El Bosque- El Brosquero- El Centro- El Gaván- El Libertador- El Remanso I- El Salitre- El Yarumo- Juan Pablo- La Amistad- La,Sin Informacion de Veredas
3107,73,TOLIMA,73547,PIEDRAS,7305,730507,MPIO. VENADILLO Y BELTRAN,MUNICIPIO COELLO E IBAGUÉ,MPIO. COELLO Y GUATAQUÍ,MUNICIPIO ALVARADO,Rural,Sin Informacion de Barrios,Sin Informacion de Veredas
2120,47,MAGDALENA,47245,EL BANCO,4730,473048,M. GUAMAL Y CHIMICHAGUA,CIENAGA CHILLOA Y RÍO (PERMANENTE),VÍA EL BANCO-CHIMICHA. Y M. CHIMICHA.,MUNICIPIO GUAMAL,Rural,Sin Informacion de Barrios,Sin Informacion de Veredas
2054,44,LA GUAJIRA,44847,URIBIA,4410,441059,VÍA PORCHINA-CARRIZAL,PAÍS VENEZUELA,VÍA LAGUNA DE KUISA-JEPI,AY. JASALU.- KAWALAIN.- SEPTANA E IRUAIN,Rural,Sin Informacion de Barrios,Sin Informacion de Veredas
711,15,BOYACA,15516,PAIPA,1504,150448,M. SOTAQUIRÁ Y DUITAMA,VÍA DUITAMA - TUNJA,MUNICIPIO DUITAMA,MUNICIPIO ZOTAQUIRÁ,Rural,La Pradera- Las Delicias,Sin Informacion de Veredas
1054,17,CALDAS,17524,PALESTINA,1760,176048,MUNICIPIO ANSERMA,VÍA PALESTINA-RÍO CAMPOALEGRE,M. MANIZALES Y VÍA ARAUCA-PALESTI.,MPIO. RISARALDA Y CHINCHINÁ,Rural,Sin Informacion de Barrios,La Piedra- La Plata
2502,52,NARIÑO,52621,ROBERTO PAYAN,5280,528039,Q. CHANUL- RÍO (PERMA.) Y PATÍA,RÍO ISPI Y PIRÍ,MUNICIPIO MAGÜI,MPIO. SAN A. DE TUMACO,Rural,Sin Informacion de Barrios,Sin Informacion de Veredas
2089,44,LA GUAJIRA,44090,DIBULLA,4460,446007,MAR CARIBE,VÍA RIOHACHA-SANTA MARTA,MUNICIPIO RIOHACHA,VÍA CASA DE ALUMINIO-MAR CARIBE,Rural,Sin Informacion de Barrios,Sin Informacion de Veredas
3606,94,GUAINIA,94343,BARRANCO MINAS,9440,944018,CAÑO MINISIARE- CUICA Y RÍO (PERMANEN.),MPIO. MORICHAL E INÍRIDA,CAÑO CUICA Y MPIO. INÍRIDA,MUNICIPIO MAPIRIPANA,Rural,Sin Informacion de Barrios,Sin Informacion de Veredas
3467,85,CASANARE,85325,SAN LUIS DE PALENQUE,8530,853037,MUNICIPIO TRINIDAD,MUNICIPIO OROCUÉ,MUNICIPIO SANTA ROSALIA,CAÑO CURIVIVA Y VÍA EL TIGRE-COROZAL,Rural,Sin Informacion de Barrios,Araguaney- Arrayanes-  Bocas del Pauto-  Bocas del Urele-  Cafifi-  Cardoncito-  El Caiman-  El Convento-  El Malino-  El Palmar-  El Tigre-  Guaracuras-  La Reforma-  La Union de Cojomu-  La Venturosa-  Lagunitas-  Los Patos-  Mata de Santo-  Miramar De
3595,94,GUAINIA,94883,SAN FELIPE,9420,942018,CAÑO BOCACHICO,MUNICIPIO GUADALUPE,PAÍS VENEZUELA,PAÍS BRASIL,Rural,Sin Informacion de Barrios,Sin Informacion de Veredas
1982,41,HUILA,41378,LA ARGENTINA,4150,415088,MPIO. PURACÉ Y LA PLATA,M. SALADOBLANCO Y OPORAPA,VÍA BELÉN-OPORAPA,M. ISNOS Y SALADOBLANCO,Rural,Sin Informacion de Barrios,ALTO PENSIL- BAJO PENSIL-  BELEN-  EL CONGRESO-  EL PENSIL-  EL ROSARIO-  LA ESTACION-  LOURDES-  MARSELLA-  SAN ROQUE
413,8,ATLANTICO,08078,BARANOA,820,82020,CL 4,LIMITE URBANO,KR 29,KR 5,Urbano,1 de Enero- Caldas- El Porvenir- España- Góngora- Guayabal- La Candelaria- La Esperanza- Las Américas- Las Margaritas- Loma Fresca- Manzanares- Once de Noviembre- Pinique- Primavera- San Cayetano- San José- Santa Helena- Topacio- Veinte de Julio- Villa An,Sin Informacion de Veredas
3009,68,SANTANDER,68307,GIRON,6875,687549,MUNICIPIO LEBRIJA,MUNICIPIO BETULIA,RÍO (PERMANENTE),RÍO (PERMANENTE),Rural,Sin Informacion de Barrios,Cedro- La Cabaña-  La Renta-  Motoso-  Pantano-  Parroquia-  Piedras Negras-  San Gabriel
1462,23,CORDOBA,23189,CIENAGA DE ORO,2325,232528,M. CHIMÁ Y SAN ANDRES SOTAVENTO,RÍO (PERMA.) Y VÍA CIÉ. DE ORO-SAHAGÚN,MPIO. CHINU Y SAHAGÚN,ARROYO LAS BRISAS Y CAÑO MIMBRE,Rural,San MartÝn,Sin Informacion de Veredas
2503,52,NARIÑO,52621,ROBERTO PAYAN,5280,528047,RÍO ISPI Y PIRÍ,MPIO. SAN A. DE TUMACO,MUNICIPIO BARBACOAS,MPIO. SAN A. DE TUMACO,Rural,Sin Informacion de Barrios,Sin Informacion de Veredas
2210,50,META,50245,EL CALVARIO,5010,501047,M. FÓMEQUE Y SAN JUANITO,MUNICIPIO VILLAVICENCIO,MUNICIPIO RESTREPO,MPIO. QUETAME Y GUAYABETAL,Rural,Sin Informacion de Barrios,Corrales- CUEQUETICA-  CUQUETA-  El Carmen-  El Cedro-  La Palma-  LAS MERCEDES-  Lourdes-  P. N. N.-  San Agustin-  San Antonio Bajo-  San Francisco-  San Isidro de Parrado-  San Luis de Laderas-  San Miguel-  San Pedro-  San Rafael-  Santa Maria-  TIBRO
2496,52,NARIÑO,52427,MAGÜI,5280,528008,RÍO PATÍA,MUNICIPIO BARBACOAS,RÍO PATÍA,RÍO NANSALBÍ Y (PERMANENTE),Rural,Sin Informacion de Barrios,Sin Informacion de Veredas
1898,27,CHOCO,27006,ACANDI,2780,278017,PAÍS PANAMÁ Y MAR CARIBE,RÍO PERDIDO Y PAÍS PANAMÁ,MAR CARIBE,PAÍS PANAMÁ,Rural,Sin Informacion de Barrios,Sin Informacion de Veredas
3273,76,VALLE DEL CAUCA,76001,CALI,7600,760041,AC  SUR ORIENTAL,KR  44,CL  26 Y  25,AC SUR ORIENTAL,Urbano,Colseguros Andes- Cristóbal Colón- El Dorado- El Guabal- La Libertad- Las Acacias- Olímpico- Pasoancho- San Cristóbal- San Judas Tadeo II- Santa Elena,Sin Informacion de Veredas
2942,68,SANTANDER,68397,LA PAZ,6855,685517,M. VELEZ Y STA. H. DE OPÓN,VÍA AGUADA-LA PAZ Y RÍO (PER.),M. AGUA.- EL GUACA. Y STA. H. OP.,MUNICIPIO VELEZ,Rural,Sin Informacion de Barrios,Los Medios
2144,47,MAGDALENA,47555,PLATO,4750,475037,MUNICIPIO TENERIFE,MPIO. STA. BÁRBARA DE PINTO,VÍA CHIBOLO-STA. BÁRBARA DE PINTO,MPIO. ZAMBRANO Y CORDOBA,Rural,Sin Informacion de Barrios,Sin Informacion de Veredas
1247,19,CAUCA,19807,TIMBIO,1935,193537,VÍA TIMBÍO-CUATRO ESQUINAS,MPIO. ROSAS Y EL TAMBO,VÍA POPAYÁN-ROSAS,MUNICIPIO EL TAMBO,Rural,Sin Informacion de Barrios,Barro Blanco- Campo Sano-  El Altillo-  El Naranjal-  El Uvo-  Santa Maria
2658,63,QUINDIO,63001,ARMENIA,6300,630008,VÍA ARMENIA-LA TEBAIDA Y LIM. URBANO,MUNICIPIO CALARCÁ,MUNICIPIO CALARCÁ,MUNICIPIO LA TEBAIDA,Rural,Sin Informacion de Barrios,Sin Informacion de Veredas
582,13,BOLIVAR,13433,MAHATES,1310,131040,CL 25,CL 1,KR 30,TV 43,Urbano,7 de Agosto- Centelia- Concepción- El Puente- El Remanso- La Guayana- La Loma- La Vera- Santander,Sin Informacion de Veredas
989,15,BOYACA,15572,PUERTO BOYACA,1552,155218,VÍA (AFIRMADA),MUNICIPIO YACOPI,VÍA OTANCHE - PUERTO TRIUNFO,CAÑO EL ABEJORRO,Rural,Sin Informacion de Barrios,CACERES- EL MORRO-  La Pizarra
2333,52,NARIÑO,52694,SAN PEDRO DE CARTAGO,5215,521507,MUNICIPIO LA UNIÓN,M. ARBOLEDA Y SAN J. DE ALBÁN,MUNICIPIO SAN BERNARDO,VÍA LA UNIÓN -SAN J. DE ALBÁN,Rural,Sin Informacion de Barrios,Botanilla- Chapiurco-  Chimayoy Alto-  Chimayoy Bajo-  Domingo Loma-  El Salado-  La Comunidad-  La Riconada-  Las Acacias-  Martín-  San Isidro-  Volador-  Yerbabuenal
2166,47,MAGDALENA,47745,SITIONUEVO,4770,477008,MAR CARIBE,VÍA SANTA MARTA-B/QUILLA.,MAR CARIBE Y MPIO. PUEBLOVIEJO,MUNICIPIO BARRANQUILLA,Rural,Sin Informacion de Barrios,Sin Informacion de Veredas
2722,66,RISARALDA,66594,QUINCHIA,6640,664007,MUNICIPIO RIOSUCIO,VÍA IRRÁ-QUINCHÍA-SAN CLEMENTE,MUNICIPIO FILADELFIA,MUNICIPIO GUÁTICA,Rural,Sin Informacion de Barrios,Buenavista- Cartagueño-  El Cairo-  El Guamo-  El Higo-  El Porvenir-  Huisana-  Juan Tapao-  La Floresta-  La Loma-  Las Trojes-  Mapura-  Mina Rica-  Miracampos-  Planadas-  Pomesia-  Santa Sofía-  Sausagua
2669,63,QUINDIO,63212,CORDOBA,6320,632027,MUNICIPIO CALARCÁ,MUNICIPIO PIJAO,MUNICIPIO CAJAMARCA,MUNICIPIO BUENAVISTA,Rural,Sin Informacion de Barrios,Altamira- Bellavista-  Cabecera Municipal-  Carniceros-  Carniceros-  Guayabal-  Guayaquil Bajo-  Jardín Alto-  Jardín Bajo-  La Concha-  La Española-  La Mina-  La Playa-  Media Cara-  Palmera-  Río Verde Alto-  Siberia Alta-  Siberia Baja
2984,68,SANTANDER,68655,SABANA DE TORRES,6870,687008,QUEBRADA LA GÓMEZ,MPIO. GIRÓN Y LEBRIJA,MUNICIPIO LEBRIJA,MUNICIPIO PUERTO WILCHES,Rural,Sin Informacion de Barrios,Aguas Claras- Almendro-  Bellavista-  Boca de La Tigra-  Canelo-  Caño Edén-  Caño Fieras-  Cristales La Ye-  Cruce Robledo-  Diamante-  Jazmín-  Kilómetro 36-  La Moneda-  La Raya-  La Retirada-  Llanogrande-  Mata de Piña-  Payoa Cinco-  Payoa Corazones
2068,44,LA GUAJIRA,44078,BARRANCAS,4430,443048,M. RIOHA. Y ARROYO POTRE. DE VENANCIO,MUNICIPIO FONSECA,VÍA HATO.-FONSE.- ARRO. P. DE VE. Y SECO,MUNICIPIO FONSECA,Rural,Sin Informacion de Barrios,Sin Informacion de Veredas
1296,19,CAUCA,19450,MERCADERES,1950,195068,Q/DA. DE MORALES Y RÍO (PERMANENTE),M. LA UNIÓN- SAN LOREN. Y TAMINANGO,Q/DA. LAS PALMAS,MUNICIPIO EL ROSARIO,Rural,Sin Informacion de Barrios,Campamento- La Esperanza
1524,25,CUNDINAMARCA,25214,COTA,2500,250017,MUNICIPIO CHIA,MUNICIPIO FUNZA,BOGOTÁ D. C.,MUNICIPIO TENJO,Rural,Sin Informacion de Barrios,Cerca de Piedra- CETIME-  CHACAL-  EL ABRA-  GUANGATA-  JACALITO-  LA HOYA-  MARTIN ESPINO-  PARCELAS-  PUEBLO VIEJO-  RESGUARDO INDIGENA-  ROZO-  SANTA CRUZ-  VUELTA GRANDE
71,5,ANTIOQUIA,05761,SOPETRAN,514,51448,MUNICIPIO OLAYA,M. EBEJICO Y SAN JERRONIMO,VÍA SONSON OLAYA,M. SANTA FE DE ANTIOQUIA,Rural,Sin Informacion de Barrios,Sin Informacion de Veredas
3108,73,TOLIMA,73026,ALVARADO,7305,730520,LIMITE URBANO,CL 0,LIMITE URBANO,LIMITE URBANO,Urbano,Sin Informacion de Barrios,Cabecera Municipal- Hatico-Tamarindo-  La Palmita-  Rincón Chipalo
