noid,codigo_departamento,nombre_departamento,codigo_municipio,nombre_municipio,zona_postal,codigo_postal,limite_norte,limite_sur,limite_este,limite_oeste,tipo,barrios_contenidos_en_el_codigo_postal,veredas_contenidas_en_el_codigo_postal
1554,25,CUNDINAMARCA,25899,ZIPAQUIRA,2502,250251,LIMITE URBANO,CL 7- 8 Y LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,Urbano,Altamira- Banoy- Bolivar 83- Bosques de silencia- Camino de Barandillas- Cpr. Barandillas- Cpr. La Mariela- Cpr. La Paz - Terpel- Cpr. Loteo Pedroza- Cpr. Santa Isabel I- Cpr. Susagua- Cpr. Urb. San Gabriel- El Cedro- El Codito- El Prado- El Reposo- El Ro,Cabecera Municipal- La Granja-  Pasoancho-  San Antonio
130,5,ANTIOQUIA,05736,SEGOVIA,528,52810,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,Urbano,Sin Informacion de Barrios,El Aporriado
3093,73,TOLIMA,73001,IBAGUE,7300,730001,LIMITE URBANO,KR 3- CL 6 Y KR 5,CL 60,KR 3 LIMITE URBANO,Urbano,Sin Informacion de Barrios,Ambala Calambeo- La Coqueta-  La Victoria-  San Antonio-  Tesorito
1023,17,CALDAS,17433,MANZANARES,1730,173020,LIMITE URBANO,CL 11,KR 7,KR 1,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
49,5,ANTIOQUIA,05308,GIRARDOTA,510,51038,LIMITE URBANO,MUNICIPIO GUARNE,M. BARBOSA Y SAN VICENTE,MUNICIPIO COPACABANA,Rural,Sin Informacion de Barrios,Cabecera Municipal- El Barro-  El Cano-  El Molino-  El Palmar-  El Paraiso-  El Yarumo-  Filo Verde-  Guarne-  Jamundi-  La Calera-  La Enea-  La Mejia-  La Palma-  Las Cuchillas-  Portachuelo-  San Andres-  San Diego-  San Esteban
1513,23,CORDOBA,23419,LOS CORDOBAS,2350,235020,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,Urbano,Arriba- Centro- El Oasis- Nuevo,Sin Informacion de Veredas
1768,25,CUNDINAMARCA,25320,GUADUAS,2534,253440,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
1650,25,CUNDINAMARCA,25845,UNE,2518,251810,CL 8,CL 5A S,KR 0,KR 7,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
1571,25,CUNDINAMARCA,25224,CUCUNUBA,2504,250450,CL 4 S,CL 8,KR 1,KR 6,Urbano,Sin Informacion de Barrios,APOSENTOS- LA TOMA
969,15,BOYACA,15212,COPER,1548,154860,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
1793,25,CUNDINAMARCA,25777,SUPATA,2536,253660,LIMITE URBANO,CL 1,LIMITE URBANO,KR 1,Urbano,Sin Informacion de Barrios,PARAISO- SAN MIGUEL
323,5,ANTIOQUIA,05044,ANZA,568,56850,CL 11,CL 4,KR 7,LIMITE URBANO,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
3298,76,VALLE DEL CAUCA,76869,VIJES,7605,760557,MUNICIPIO YOTOCO,MUNICIPIO YUMBO,MPIO. YOTOCO Y EL CERRITO,M. RESTREPO Y LA CUMBRE,Rural,Sin Informacion de Barrios,Alto del Oso- Ilama-  Santa Rosa-  Tres Puertas
2878,68,SANTANDER,68524,PALMAS DEL SOCORRO,6835,683541,CL 10 A,CL 3,KR 1,KR 9,Urbano,Sin Informacion de Barrios,Guayabal- Guayabal-  La Chapa-  La Chapa
564,13,BOLIVAR,13222,CLEMENCIA,1305,130510,LIMITE URBANO,LIMITE URBANO,KR 6,LIMITE URBANO,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
3489,85,CASANARE,85300,SABANALARGA,8550,855050,CL 11,CL 1,KR 7,KR 8A,Urbano,Sin Informacion de Barrios,Cabecera Municipal
412,8,ATLANTICO,08296,GALAPA,820,82007,MUNICIPIO BARRANQUILLA,MUNICIPIO BARANOA,M. BARRANQUILLA Y SOLEDAD,MUNICIPIO TUBARA,Rural,Sin Informacion de Barrios,Sin Informacion de Veredas
1715,25,CUNDINAMARCA,25580,PULI,2528,252801,CL 10,CL 1,KR 1,KR 8,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
2172,47,MAGDALENA,47551,PIVIJAY,4770,477050,CL 1 N,LIMITE URBANO,KR 27,KR 4,Urbano,Sin Informacion de Barrios,Pivijay
256,5,ANTIOQUIA,05129,CALDAS,554,55440,CL  107  Y  M. LA ESTRELLA,LIMITE URBANO,LIMITE URBANO  Y  RIO MEDELLIN,LIMITE URBANO,Urbano,Sin Informacion de Barrios,La Corrala
2950,68,SANTANDER,68179,CHIPATA,6855,685551,LIMITE URBANO,CL 1,KR 3,KR 7A,Urbano,Sin Informacion de Barrios,Centro- El Papayo-  Hatillo
2782,68,SANTANDER,68152,CARCASI,6815,681521,CL 6,CL 1,KR 1,LIMITE URBANO,Urbano,Sin Informacion de Barrios,Centro
455,8,ATLANTICO,08606,REPELON,850,85040,CL 1A,CL 18,KR 1 E,KR 13,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
635,13,BOLIVAR,13300,HATILLO DE LOBA,1330,133040,CL 8,CL 1,LIMITE URBANO,KR 14,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
2992,68,SANTANDER,68575,PUERTO WILCHES,6870,687061,CL 10A,CL 15 S,KR 16,KR 2 BIS,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
568,13,BOLIVAR,13683,SANTA ROSA,1305,130528,MUNICIPIO CLEMENCIA,ARROYO TABACAL,MUNICIPIO VILLANUEVA,MUNICIPIO CARTAGENA,Rural,Sin Informacion de Barrios,Sin Informacion de Veredas
1889,27,CHOCO,27615,RIOSUCIO,2770,277010,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
913,15,BOYACA,15776,SUTAMARCHAN,1538,153867,MUNICIPIO SANTA SOFIA,MPIO. TINJACA Y RAQUIRA,MPIO. VILLA DE LEYVA Y SACHICA,MPIO. SABOLLA Y TINJACA,Rural,Sin Informacion de Barrios,Sin Informacion de Veredas
3620,95,GUAVIARE,95200,MIRAFLORES,9520,952001,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
2854,68,SANTANDER,68298,GAMBITA,6830,683031,C L 6,CL 2,LIMITE URBANO,KR 11,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
1777,25,CUNDINAMARCA,25658,SAN FRANCISCO,2536,253601,CL 7,CL 5 S,LIMITE URBANO,LIMITE URBANO,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
372,5,ANTIOQUIA,05045,APARTADO,578,57840,CL  116  Y  LIMITE URBANO,CL 94- KR 95 Y  CL 103,KR 48  Y  LIMITE URBANO,KR  100,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
111,5,ANTIOQUIA,05361,ITUANGO,520,52079,M.TIERRAL.- MONTEL. Y PTO. LIBER.,M. DABEIBA Y PEQUE,SERRANIA DE AYAPEL,MUNICIPIO MUTATA,Rural,Sin Informacion de Barrios,Sin Informacion de Veredas
414,8,ATLANTICO,08078,BARANOA,820,82027,MUNICIPIO GALAPA,MUNICIPIO USIACURI,VIA GALAPA-USIACURI,M. JUAN DE ACOSTA Y TUBARA,Rural,Sin Informacion de Barrios,Sin Informacion de Veredas
1665,25,CUNDINAMARCA,25524,PANDI,2520,252010,CL 5,CL 1,LIMITE URBANO,KR 7,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
1019,17,CALDAS,17388,LA MERCED,1720,172060,CL 22,LIMITE URBANO,KR 3,KR 8,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
3143,73,TOLIMA,73270,FALAN,7320,732001,CL 9,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
172,5,ANTIOQUIA,05021,ALEJANDRIA,538,53820,CL 23 A,LIMITE URBANO,LIMITE URBANO,KR 22,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
726,15,BOYACA,15162,CERINZA,1506,150620,CL 9,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
2811,68,SANTANDER,68051,ARATOCA,6820,682051,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
1968,41,HUILA,41797,TESALIA,4150,415001,LIMITE URBANO,CL 3 S,KR 1,KR 15,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
866,15,BOYACA,15842,UMBITA,1532,153240,LIMITE URBANO,LIMITE URBANO,CL 9,CL 2,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
2189,50,META,50001,VILLAVICENCIO,5000,500001,LIMITE URBANO,CL 32-31-KR 33 Y DG 16,AK CIRC-KR 19-KR 22C-CL 36A,LIMITE URBANO,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
638,13,BOLIVAR,13300,HATILLO DE LOBA,1330,133049,MPIO. SAN FERNANDO,MUNICIPIO PILNILLOS,MUNICIPIO MARGARITA,MUNICIPIO PINILLOS,Rural,Sin Informacion de Barrios,Sin Informacion de Veredas
1415,23,CORDOBA,23162,CERETE,2305,230550,LIMITE URBANO,CL 6 S,LIMITE URBANO,LIMITE URBANO,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
805,15,BOYACA,15362,IZA,1522,152240,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
1068,17,CALDAS,17442,MARMATO,1780,178001,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
1473,23,CORDOBA,23570,PUEBLO NUEVO,2330,233001,CL 25,CL 3,KR 5,KR 17,Urbano,Cementerio- El Carmen- El Centro- El Mango- El Pozo- El Prado- J.E. Gaitan- Juan XXIII- La Balsa- La Bomba- La Cruz- La Floresta- Lara Bonilla- Las Flores- Pueblecito- Ricardo Barrera,Sin Informacion de Veredas
1719,25,CUNDINAMARCA,25324,GUATAQUI,2528,252820,CL 13,CL 0,LIMITE URBANO,LIMITE URBANO,Urbano,Sin Informacion de Barrios,SANTA ISABEL
1451,23,CORDOBA,23182,CHINU,2320,232050,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,KR 22,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
2905,68,SANTANDER,68079,BARICHARA,6840,684041,KR 12C,KR 1 S,TV 4A,LIMITE URBANO,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
480,11,BOGOTA D.C.,11001,LOCALIDAD USME,1105,110561,RIO TUNJUELITO,VEREDA ARRAYAN,MUNICIPIO DE CHIPAQUE,VEREDA LOS ARRAYANES,Rural,Sin Informacion de Barrios,Curubital
2143,47,MAGDALENA,47555,PLATO,4750,475030,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
145,5,ANTIOQUIA,05890,YOLOMBO,530,53020,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,Urbano,Sin Informacion de Barrios,Altavista- El Bosque
1366,20,CESAR,20517,PAILITAS,2040,204001,CL 13,LIMITE URBANO,KR 1,KR 18,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
2140,47,MAGDALENA,47460,NUEVA GRANADA,4750,475020,CL 11A,CL 1,KR 17,LIMITE URBANO,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
920,15,BOYACA,15762,SORA,1540,154040,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
2890,68,SANTANDER,68522,PALMAR,6835,683581,CL 10,CL 1,KR 1,KR 5B,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
3565,91,AMAZONAS,91405,LA CHORRERA,9140,914050,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
1867,27,CHOCO,27430,MEDIO BAUDO,2750,275010,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
3197,73,TOLIMA,73873,VILLARRICA,7340,734060,KR 10,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
2999,68,SANTANDER,68255,EL PLAYON,6875,687509,MUNICIPIO CACHIRA,MUNICIPIO RIONEGRO,VIA B/MANGA-LA ESPERANZA,MUNICIPIO RIONEGRO,Rural,Sin Informacion de Barrios,Sin Informacion de Veredas
1810,25,CUNDINAMARCA,25518,PAIME,2540,254040,CL 5,CL 1 S,KR 0,KR 5,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
407,8,ATLANTICO,08372,JUAN DE ACOSTA,810,81047,MUNICIPIO TUBARA,M. PIOJO Y USIACURI,MUNICIPIO BARANOA,VIA TUBARA-PIOJO,Rural,Sin Informacion de Barrios,Sin Informacion de Veredas
1670,25,CUNDINAMARCA,25506,VENECIA,2520,252030,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
973,15,BOYACA,15401,LA VICTORIA,1550,155001,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
549,13,BOLIVAR,13001,CARTAGENA,1300,130008,RIO,LIMITE URBANO,M. SANTA ROSA,LIMITE URBANO Y MAR CARIBE,Rural,La Carolina,Sin Informacion de Veredas
3574,91,AMAZONAS,91407,LA PEDRERA,9170,917010,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
1561,25,CUNDINAMARCA,25793,TAUSA,2504,250410,LIMITE URBANO,CL 1,LIMITE URBANO,KR 9,Urbano,Sin Informacion de Barrios,Cabecera Municipal- Tausa
349,5,ANTIOQUIA,05480,MUTATA,574,57420,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,Urbano,Sin Informacion de Barrios,Aguas Claras- Cabecera Municipal
1671,25,CUNDINAMARCA,25506,VENECIA,2520,252037,M. PANDI Y SAN BERNARDO,MUNICIPIO CABRERA,MUNICIPIO SAN BERNARDO,MUNICIPIO ICONONZO,Rural,Sin Informacion de Barrios,AGUADULCE- LA REFORMA-  PALMAR ALTO-  Q. GRANDE ALTA-  Q. GRANDE BAJA-  REBOL-  SAN CRISTOBAL-  SANTA MARTA
2850,68,SANTANDER,68500,OIBA,6830,683021,CL 15,CL 2,KR 3,KR 10B,Urbano,Sin Informacion de Barrios,Palo Blanco- San Bartolome
749,15,BOYACA,15218,COVARACHIA,1510,151047,M. MOLAGAVITA Y SAN JOSE DE MIRANDA,MUNICIPIO TIPACOQUE,MUNICIPIO CAPITANEJO,MUNICIPIO ONZAGA,Rural,Sin Informacion de Barrios,Cabecera Municipal- Centro-  Cucharito-  El Naranjo-  Galvan-  Nogontoba-  Potreritos-  Potrero Grande-  Satova Arriba
3611,95,GUAVIARE,95001,SAN JOSE DEL GUAVIARE,9500,950001,B. PIRAQUIBE Y LIMITE URBANO,B. EL TRIUNFO Y L. U.,B. REMANSO- SAN JORGE Y LIM. U.,RIO GUAVIARE  Y  LIM URB,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
315,5,ANTIOQUIA,05873,VIGIA DEL FUERTE,568,56820,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
1743,25,CUNDINAMARCA,25019,ALBAN,2532,253201,DG 9,CL 2A S,KR 1 W,KR 6,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
417,8,ATLANTICO,08558,POLONUEVO,820,82047,MUNICIPIO MALAMBO,MUNICIPIO PONEDERA,M. SABANAG. Y STO. TOMAS,MUNICIPIO BARANOA,Rural,Sin Informacion de Barrios,Sin Informacion de Veredas
670,13,BOLIVAR,13490,NOROSI,1345,134517,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,Rural,Sin Informacion de Barrios,Sin Informacion de Veredas
847,15,BOYACA,15299,GARAGOA,1528,152867,MUNICIPIO CHINAVITA,M. ALMEIDA Y MACANAL,MUNICIPIO MIRAFLORES,M. PACHAVITA- TENZA Y SUTATENZA,Rural,Sin Informacion de Barrios,Boya II
2258,50,META,50223,CUBARRAL,5060,506001,LIMITE URBANO,CL 1,LIMITE URBANO,KR 12A,Urbano,Sin Informacion de Barrios,El Vergel- San Miguel
3593,94,GUAINIA,94883,SAN FELIPE,9420,942010,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
3209,73,TOLIMA,73024,ALPUJARRA,7345,734560,CL 10A,CL 1A,A LA ARADITA,CL MARIA AUXILIADORA,Urbano,Sin Informacion de Barrios,Cabecera Municipal- Guasimal
1148,19,CAUCA,19130,CAJIBIO,1905,190501,CL 8,LIMITE URBANO,KR 0,KR 7,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
883,15,BOYACA,15740,SIACHOQUE,1534,153460,CL 7,LIMITE URBANO,KR 1,KR 12,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
1555,25,CUNDINAMARCA,25899,ZIPAQUIRA,2502,250252,CL 7. 8 Y LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,Urbano,Algarra I- Algarra II- Algarra III- Casa Blanca- Cementerio- Contiguo La Concepcion- Cpr. El Rudal- Cpr. Pasoancho- Cpr. Portachuelo- El Centro- Julio Caro- La Concepcion- La Fraguita- San Pablo- Santiago Perez Pueblo Viejo- Terraplen- Urb. Asprovitez- Ur,Sin Informacion de Veredas
1756,25,CUNDINAMARCA,25086,BELTRAN,2532,253260,CL 6,CL 0,KR 1,LIMITE URBANO,Urbano,Sin Informacion de Barrios,HONDURAS
1980,41,HUILA,41378,LA ARGENTINA,4150,415080,CL 15,CL 3,KR 5A,KR 9,Urbano,Sin Informacion de Barrios,AGUA BLANCA- BELLAVISTA-  LA ARGENTINA-  LA ARGENTINA-  LA PEDREGOSA-  LAS AGUILAS-  PESCADOR-  SANTA HELENA
3222,73,TOLIMA,73555,PLANADAS,7350,735070,LIMITE URBANO,CL 2,LIMITE URBANO,KR 9,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
218,5,ANTIOQUIA,05055,ARGELIA,548,54838,MUNICIPIO SONSON,MUNICIPIO SAMANA,M. SONSON Y SAMANA,CUCHILLA EL TIGRE,Rural,Sin Informacion de Barrios,Sin Informacion de Veredas
184,5,ANTIOQUIA,05440,MARINILLA,540,54020,CL 33,LIMITE URBANO,KR 23,KR 47,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
1292,19,CAUCA,19290,FLORENCIA,1950,195040,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
3127,73,TOLIMA,73461,MURILLO,7310,731060,LIMITE URBANO,CL 0,KR 1,KR 14,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
2136,47,MAGDALENA,47058,ARIGUANI,4750,475010,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
2199,50,META,50110,BARRANCA DE UPIA,5010,501007,M. SAN LUIS DE G. Y  SABANALARGA,MUNICIPIO CABUYARO,MUNICIPIO VILLANUEVA,MUNICIPIO PARATEBUENO,Rural,Sin Informacion de Barrios,AGUACALIENTE- Alianza-  GUAICARAMO-  VIRGINIAS
406,8,ATLANTICO,08372,JUAN DE ACOSTA,810,81040,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
783,15,BOYACA,15533,PAYA,1518,151827,M. PISBA Y TAMARA,MUNICIPIO YOPAL,M TAMARA Y NUNCHIA,M. PISBA Y LABRANZAGRANDE,Rural,Sin Informacion de Barrios,Sin Informacion de Veredas
667,13,BOLIVAR,13600,RIO VIEJO,1345,134501,CL 10,CL 1,LIMITE URBANO,LIMITE URBANO,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
1567,25,CUNDINAMARCA,25843,VILLA DE SAN DIEGO DE UBATE,2504,250430,CL 16,LIMITE URBANO,KR 1,KR 12,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
904,15,BOYACA,15600,RAQUIRA,1538,153801,LIMITE URBANO,CL 1,KR 5 E,KR 10,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
332,5,ANTIOQUIA,05628,SABANALARGA,570,57020,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
3105,73,TOLIMA,73001,IBAGUE,7300,730019,MUNICIPIO ANZOATEGUI,LIMITE URBANO,QUEBRADA SANTA ROSA,QUEBRADA LA SIBERIA,Rural,Sin Informacion de Barrios,Berlin- Cay Pya-  La Cascada-  La Platica-  Llanitos-  LLanitos Pyo-  Pastales-  Rico de Oro
240,5,ANTIOQUIA,05282,FREDONIA,550,55070,CL 73,LIMITE URBANO,KR 48,LIMITE URBANO,Urbano,Sin Informacion de Barrios,El Plan- Sabaletas
976,15,BOYACA,15580,QUIPAMA,1550,155027,QUEBRADA ITOCO,MUNICIPIO MUZO,MUNICIPIO MUZO,M. LA VICTORIA Y YACOPI,Rural,Sin Informacion de Barrios,El Parque- GUACUMAY
170,5,ANTIOQUIA,05206,CONCEPCION,538,53810,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,KR 22,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
3264,76,VALLE DEL CAUCA,76001,CALI,7600,760026,KR  73,KR  103 Y 102,RIO MELENDEZ,CL  25,Urbano,Caney- Ciudadela Comfandi- Lili,Sin Informacion de Veredas
869,15,BOYACA,15804,TIBANA,1532,153260,CL 10,CL 2,LIMITE URBANO,LIMITE URBANO,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
791,15,BOYACA,15820,TOPAGA,1520,152047,MPIO. CORRALES Y GAMEZA,MPIO. MONGUI Y MONGUA,MPIO. GAMEZA Y MONGUA,MPIO. NOBSA Y SOGAMOSO,Rural,Sin Informacion de Barrios,Sin Informacion de Veredas
2748,68,SANTANDER,68820,TONA,6805,680541,LIMITE URBANO,CL 1,TV 1,KR 5A,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
794,15,BOYACA,15114,BUSBANZA,1520,152080,KR 1,KR 5,CL 0,CL 6,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
536,11,BOGOTA D.C.,11001,LOCALIDAD CIUDAD BOLIVAR,1119,111971,CL  97 S,BARRIO MUCHUELO ALTO RURAL,RIO TUNJUELITO,M. SOACHA,Rural,Brazuelos Occidental- Brazuelos Occidental Rural- Mochuelo Alto- Mochuelo Alto Rural- Quiba Alto,Cabecera Municipal- SAN JORGE
3530,86,PUTUMAYO,86569,PUERTO CAICEDO,8620,862080,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
1883,27,CHOCO,27495,NUQUI,2760,276050,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
2873,68,SANTANDER,68533,PARAMO,6835,683521,CL 7B,CL 1,LIMITE URBANO,KR 9,Urbano,Sin Informacion de Barrios,La Palmita
392,8,ATLANTICO,08001,BARRANQUILLA,800,80010,KR  8,KR  13D,AC MURILLO,CL  51B,Urbano,Carrizal- Ciudadela Veinte de Julio- El Santuario- Los Girasoles,Sin Informacion de Veredas
1780,25,CUNDINAMARCA,25402,LA VEGA,2536,253610,LIMITE URBANO,CL 1,KR 2,KR 6,Urbano,Sin Informacion de Barrios,CENTRO 1- CENTRO 2-  EL CURAL-  ROSARIO-  SAN JUAN
2203,50,META,50226,CUMARAL,5010,501021,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
1033,17,CALDAS,17662,SAMANA,1740,174001,LIMITE URBANO,CL 3A,KR 1,KR 12,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
2554,54,NORTE DE SANTANDER,54820,TOLEDO,5420,542030,CL 17,CL 2,KR 1 SUR,KR 10,Urbano,Sin Informacion de Barrios,Buenavista- San Isidro
2703,66,RISARALDA,66440,MARSELLA,6610,661040,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,CL 17,Urbano,Sin Informacion de Barrios,Canta Delicia- Caracas-  Casco Urbano-  Mil Ochenta-  San Carlos-  Valencia
910,15,BOYACA,15808,TINJACA,1538,153840,CL 8,LIMITE URBANO,LIMITE URBANO,KR 7,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
835,15,BOYACA,15135,CAMPOHERMOSO,1526,152647,MUNICIPIO MIRAFLORES,M. SAN LUIS  DE GACENO,MUNICIPIO PAEZ,M. STA MARIA Y MACANAL,Rural,Sin Informacion de Barrios,Cafetero- La Esperanza-  Mara Al-  San Pedro-  Santa Maria
2563,54,NORTE DE SANTANDER,54520,PAMPLONITA,5430,543030,CL 5B,LIMITE URBANO,KR 1 SUR,LIMITE URBANO,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
806,15,BOYACA,15362,IZA,1522,152247,MUNICIPIO FIRAVITOBA,MUNICIPIO CUITIVA,MUNICIPIO SOGAMOSO,MUNICIPIO PESCA,Rural,Sin Informacion de Barrios,Amarillos- Buireros-  Caracoles-  Cordoncillo-  La Vega-  Pedregal-  Primera Chorrera-  Tobaca-  Vanegas
1438,23,CORDOBA,23586,PURISIMA,2315,231540,CL 14,CL 1,KR 1,KR 13A,Urbano,Sin Informacion de Barrios,Purisima
1313,19,CAUCA,19809,TIMBIQUI,1960,196030,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
1583,25,CUNDINAMARCA,25745,SIMIJACA,2506,250640,CL 21,CL 1 S,KR 15,KR 1 S,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
1662,25,CUNDINAMARCA,25053,ARBELAEZ,2520,252001,AV 8,CL 2 S,KR 3E,LIMITE URBANO,Urbano,Sin Informacion de Barrios,SAN ANTONIO- SAN JOSE-  SAN MIGUEL-  SAN ROQUE-  SANTA BARBARA
1771,25,CUNDINAMARCA,25320,GUADUAS,2534,253449,MPIO. LA DORADA Y PTO. SALGAR,VIA HONDA - GUADUAS,M. CAPARRAPI Y VIA GUAD.-CAPARRA.,MPIO. LA DORADA Y HONDA,Rural,Sin Informacion de Barrios,BODEGAL- CUATRO ESQUINAS-  PITAL LA GLORIA-  PLAYAGRANDE-  SECTOR MIRAFLORES
